the	2989
and	1839
to	1634
a	1074
of	1031
he	958
in	842
i	783
was	773
she	768
her	757
you	684
his	677
that	622
it	570
had	554
with	422
alexandra	387
on	386
as	385
at	362
they	361
for	346
him	325
have	307
when	291
but	288
emil	277
not	275
were	265
up	262
about	260
all	233
there	225
from	220
be	219
out	217
like	214
is	205
them	196
if	195
me	190
one	189
so	182
been	173
do	172
are	161
we	158
down	155
over	153
could	153
marie	152
carl	151
little	151
would	147
old	144
by	137
more	133
what	133
this	130
see	129
their	129
no	127
go	126
said	126
back	124
who	124
into	123
my	122
went	117
come	116
looked	116
frank	115
never	114
dont	114
will	112
than	112
lou	108
away	106
now	104
know	104
did	103
can	100
man	100
always	98
an	97
get	96
how	96
here	93
came	93
where	92
very	91
any	90
ivar	89
your	89
its	89
boys	89
going	88
then	88
things	86
good	85
before	85
only	84
much	83
way	82
people	82
eyes	82
or	80
head	80
oscar	78
off	77
long	76
after	74
think	74
some	73
country	73
why	72
years	71
put	71
want	69
took	69
time	69
has	68
himself	68
felt	68
which	67
take	66
well	66
just	65
own	64
young	64
yes	63
too	63
face	63
land	62
white	61
ever	60
must	60
thought	59
again	59
two	59
seemed	58
im	58
other	58
got	57
house	57
father	56
something	56
us	56
boy	56
made	55
feel	55
make	54
even	54
while	52
sat	52
hand	52
many	51
because	51
work	50
day	50
began	50
oh	50
place	49
through	49
tell	49
anything	49
first	49
home	48
life	47
still	47
woman	47
herself	46
mrs	45
say	45
look	45
talk	45
am	45
bergson	45
new	45
such	45
once	44
big	44
men	44
until	44
nothing	44
looking	43
every	43
our	43
thing	43
knew	42
girls	42
upon	42
right	42
hands	42
ive	42
under	41
saw	41
hard	41
sometimes	41
left	41
find	40
used	40
morning	40
asked	40
amedee	40
church	39
without	39
ran	39
light	39
give	39
let	39
thats	38
dark	38
cant	38
three	37
wild	37
toward	37
ill	37
night	37
last	36
didnt	36
fields	36
laughed	36
ought	36
orchard	36
stood	35
wont	35
girl	34
since	34
grass	34
everything	34
few	34
afraid	34
might	33
kitchen	33
together	33
enough	33
same	33
across	33
sister	33
mother	33
turned	33
wife	32
town	32
heard	32
great	32
door	32
told	32
alexandras	31
shabata	31
red	31
another	31
better	31
wanted	31
remember	30
kind	30
gate	30
keep	30
yellow	29
french	29
gone	29
done	29
behind	29
maybe	29
mind	28
next	28
table	28
each	28
afternoon	28
along	28
world	28
these	28
often	28
horses	28
signa	27
poor	27
path	27
slowly	27
stopped	27
sure	27
trees	27
seen	26
should	26
heart	26
married	26
gave	26
days	25
family	25
against	25
those	25
supper	25
most	25
wouldnt	25
lee	25
emils	24
love	24
neighbors	24
care	24
farm	24
brought	24
coming	24
being	24
linstrum	24
walked	24
feeling	24
set	24
water	24
divide	23
evening	23
held	23
between	23
bed	23
almost	23
ground	23
brown	23
help	23
hair	23
ago	22
called	22
feet	22
cold	22
really	22
though	22
found	22
kept	22
talking	22
clear	22
far	22
winter	22
fine	22
moment	21
hear	21
high	21
understand	21
road	21
full	21
black	21
run	21
reached	21
friends	21
itself	21
among	21
glad	21
making	21
theres	21
side	21
try	20
pasture	20
bad	20
worked	20
oclock	20
live	20
john	20
hes	20
times	20
strong	20
sunday	20
pond	20
hill	20
swedish	20
heavy	20
children	19
does	19
best	19
milly	19
wheat	19
thinking	19
says	19
room	19
drove	19
followed	19
taken	19
year	19
horse	19
meant	19
deal	18
mare	18
wind	18
rose	18
everybody	18
rich	18
liked	18
different	18
beside	18
ivars	18
bohemian	18
threw	18
perhaps	18
shabatas	18
garden	18
tree	18
suppose	18
end	18
met	18
sun	18
getting	18
lay	17
business	17
suddenly	17
pretty	17
store	17
hanover	17
else	17
arm	17
soon	17
birds	17
money	17
dat	17
sitting	17
body	17
round	17
read	17
bergsons	17
five	17
river	17
hat	17
dropped	17
annie	17
pay	17
shoulder	17
myself	17
rather	17
cut	17
short	17
course	16
corner	16
tired	16
half	16
tried	16
women	16
running	16
brothers	16
shoulders	16
air	16
pale	16
seem	16
stay	16
spring	16
franks	16
amedees	16
lifted	16
believe	16
blue	16
carried	16
goes	16
sky	15
hope	15
seems	15
wagon	15
couldnt	15
low	15
makes	15
trying	15
clothes	15
already	15
youve	15
matter	15
whether	15
open	15
lost	15
buy	15
ask	15
week	15
shook	15
sittingroom	15
id	15
cried	15
youd	15
walk	15
fair	15
leave	15
opened	15
talked	15
summer	14
around	14
street	14
aint	14
sick	14
wish	14
youre	14
graveyard	14
school	14
play	14
guess	14
arms	14
stop	14
weve	14
sort	14
part	14
mistress	14
led	14
trouble	14
warm	14
outside	14
mean	14
caught	14
drew	14
bought	14
wasnt	14
uncle	14
settled	14
yourself	14
floor	14
shes	14
show	14
voice	13
cart	13
wonder	13
rode	13
shirt	13
murmured	13
field	13
sit	13
sighed	13
hedge	13
wore	13
sainteagnes	13
themselves	13
lived	13
wait	13
earth	13
maries	13
mr	13
homestead	13
front	13
gun	13
chance	12
hurt	12
cattle	12
visit	12
tall	12
saying	12
scythe	12
lady	12
shall	12
window	12
free	12
happened	12
death	12
softly	12
taking	12
scarcely	12
drive	12
alone	12
ones	12
late	12
certainly	12
dress	12
corn	12
crazy	12
ahead	12
loved	12
proud	12
both	12
started	12
grew	12
happy	12
sent	12
grow	12
kitten	12
friend	12
fall	11
step	11
university	11
six	11
spoke	11
lying	11
raoul	11
coat	11
thick	11
sorry	11
tovesky	11
beautiful	11
deep	11
youll	11
hadnt	11
bohemians	11
sleep	11
less	11
grown	11
husband	11
passed	11
gray	11
living	11
spent	11
nobody	11
hogs	11
please	11
weather	11
either	11
marry	11
barn	11
bare	11
older	11
doing	11
broke	11
anywhere	11
human	11
eye	11
lous	11
child	11
fellow	11
hold	11
knows	11
lantern	11
indeed	11
farms	11
havent	11
account	11
fence	11
use	11
rest	11
god	11
prairie	11
bring	11
smiled	11
wear	11
perfectly	10
cheeks	10
ducks	10
changed	10
fingers	10
stand	10
holding	10
weeks	10
doorway	10
easy	10
sunlight	10
nice	10
early	10
yet	10
worth	10
comfort	10
helped	10
need	10
hurried	10
died	10
bent	10
daughter	10
figure	10
wet	10
quiet	10
sharp	10
wheatfield	10
hung	10
shot	10
speak	10
angelique	10
omaha	10
send	10
standing	10
awful	10
neck	10
shining	10
handkerchief	10
easily	10
having	10
given	10
sense	10
sod	10
color	10
brother	9
gold	9
four	9
today	9
breath	9
smell	9
quite	9
somehow	9
hundred	9
longer	9
point	9
dinner	9
mouth	9
word	9
tears	9
whom	9
least	9
wedding	9
norwegian	9
forward	9
dead	9
candy	9
teeth	9
mans	9
become	9
shed	9
built	9
foot	9
paused	9
handsome	9
known	9
shoes	9
minute	9
header	9
meet	9
county	9
case	9
cap	9
fortune	9
clean	9
nelse	9
soft	9
lips	9
mulberry	9
thin	9
sprang	9
rain	9
quick	9
break	9
fathers	9
saloon	9
patch	9
angry	9
fell	9
closed	9
draw	9
glass	8
bit	8
blood	8
marcel	8
turn	8
comes	8
wall	8
laugh	8
creature	8
hot	8
reflected	8
exclaimed	8
story	8
telling	8
fond	8
satisfied	8
exactly	8
box	8
played	8
looks	8
pointed	8
feelings	8
worn	8
letters	8
shade	8
move	8
creek	8
tone	8
stable	8
expected	8
wooden	8
stayed	8
quietly	8
season	8
spend	8
property	8
desk	8
stove	8
second	8
snow	8
dozen	8
excited	8
begun	8
sisters	8
feed	8
real	8
book	8
asleep	8
storm	8
apron	8
somewhere	8
fire	8
name	8
windmill	8
baby	8
seeing	8
medee	8
bread	8
isnt	8
cry	8
spirit	8
bottom	8
knees	8
beginning	8
middle	8
twenty	8
bible	8
broken	7
expect	7
catholic	7
future	7
apt	7
cousins	7
fallen	7
dance	7
nodded	7
sound	7
distance	7
straight	7
doctor	7
whole	7
miles	7
wished	7
joe	7
pulled	7
listen	7
knowing	7
pick	7
team	7
wants	7
west	7
write	7
above	7
picked	7
twelve	7
learn	7
watching	7
carry	7
whatever	7
leaving	7
gay	7
busy	7
keeping	7
remembered	7
sixteen	7
cigar	7
may	7
pieces	7
laughing	7
nature	7
arent	7
hay	7
hammock	7
lot	7
near	7
apart	7
likely	7
shaggy	7
whats	7
empty	7
frowned	7
company	7
bishop	7
coffee	7
change	7
chair	7
anyway	7
cross	7
frozen	7
firmly	7
waited	7
thoughtfully	7
hate	7
younger	7
past	7
law	7
learned	7
telephoned	7
unhappy	7
pole	7
lonely	7
except	7
fuller	7
fellows	7
flowers	7
intelligent	7
strange	7
lets	7
personal	7
skin	7
wrong	7
sell	7
green	7
others	7
tomorrow	7
bringing	7
watched	7
sore	7
pleased	7
north	7
interest	7
moments	7
listened	7
straw	7
deeper	7
grinned	6
shawl	6
ease	6
forgot	6
waved	6
dream	6
roads	6
paper	6
flower	6
idea	6
hated	6
duck	6
sing	6
thrust	6
mistakes	6
bitterly	6
ii	6
hour	6
anybody	6
seat	6
hearts	6
books	6
asylum	6
class	6
lincoln	6
needed	6
fixed	6
stories	6
afterward	6
rough	6
mass	6
actually	6
hell	6
wearing	6
excitement	6
neighbor	6
debt	6
buying	6
twice	6
serious	6
worse	6
trousers	6
belongs	6
soil	6
pushed	6
engine	6
carriage	6
added	6
crying	6
ready	6
swung	6
ears	6
anyhow	6
south	6
lightly	6
comfortable	6
cows	6
lie	6
hide	6
kissed	6
grain	6
waste	6
moved	6
english	6
blame	6
till	6
single	6
boots	6
service	6
youngest	6
tied	6
bright	6
maria	6
stile	6
powerful	6
usually	6
queer	6
rise	6
willing	6
thoughts	6
tent	6
begin	6
forehead	6
silence	6
fancy	6
struck	6
shut	6
close	6
start	6
basement	6
reading	6
city	6
stock	6
eat	6
german	6
happen	6
believed	6
apple	6
bride	6
directly	6
hillers	6
tucked	6
stone	6
village	6
smirka	6
easier	6
lamp	6
pink	6
barefoot	6
wed	6
cherries	6
divided	6
hanging	5
turning	5
mexico	5
foolish	5
wondered	5
wardens	5
splendid	5
heads	5
office	5
halfsection	5
trunk	5
dancing	5
thank	5
fool	5
forty	5
plenty	5
temptations	5
patient	5
lose	5
disgust	5
smile	5
mexican	5
log	5
st	5
belonged	5
golden	5
awfully	5
ridiculous	5
carefully	5
cheek	5
pail	5
fear	5
catch	5
carrying	5
veil	5
surely	5
faces	5
dressed	5
aloud	5
scared	5
flying	5
disappeared	5
history	5
person	5
lounge	5
hunting	5
fresh	5
party	5
growing	5
bank	5
unusual	5
fist	5
letter	5
reins	5
earnestly	5
careful	5
oscars	5
glittered	5
kill	5
corral	5
affairs	5
iii	5
discouraged	5
silo	5
somebody	5
button	5
dollars	5
sweet	5
attend	5
organ	5
pressing	5
delighted	5
calm	5
climbed	5
weight	5
banks	5
edge	5
strength	5
telephone	5
quickly	5
rolled	5
upstairs	5
crossed	5
pictures	5
wood	5
lives	5
job	5
hasnt	5
bowed	5
jacket	5
brooding	5
hastings	5
wiped	5
harness	5
surprised	5
honest	5
branches	5
pain	5
driving	5
taank	5
sons	5
rent	5
circus	5
watch	5
peace	5
leaves	5
stranger	5
gotta	5
train	5
eleven	5
sweetheart	5
california	5
thoughtful	5
plow	5
stick	5
shadow	5
broad	5
roses	5
stooped	5
youth	5
shawls	5
aunt	5
rubbed	5
carls	5
jolly	5
able	5
finger	5
touched	5
top	5
hid	5
space	5
mowing	5
leaning	5
goodnight	5
wishes	5
sad	5
guests	5
pleasant	5
fault	5
cane	5
shrugged	5
moon	5
sewing	5
goodbye	5
spot	5
jan	5
nonsense	5
louis	5
torn	5
norway	5
wide	5
schwartz	5
became	5
friendly	5
manner	5
crops	5
notice	5
dry	5
alike	5
usual	5
curly	5
hoped	5
steps	5
burned	5
farmers	5
age	5
planted	4
station	4
struggled	4
jensen	4
peoples	4
mend	4
mortgages	4
duchesne	4
mowed	4
noting	4
lights	4
purpose	4
impatiently	4
hiller	4
occurred	4
realize	4
crowd	4
hills	4
milk	4
dis	4
quicker	4
wound	4
failure	4
patience	4
attention	4
blade	4
collar	4
several	4
sold	4
covered	4
corners	4
fortunes	4
pigs	4
valley	4
sigh	4
rapidly	4
stiff	4
corridor	4
stepped	4
bushes	4
dropping	4
recognized	4
lower	4
falling	4
fiery	4
neednt	4
fences	4
probably	4
realized	4
bitter	4
remind	4
guard	4
spells	4
silver	4
approached	4
christmas	4
neither	4
forefinger	4
cloth	4
understood	4
disappointed	4
gathering	4
turban	4
doesnt	4
cow	4
visitors	4
priest	4
imagination	4
breast	4
candle	4
admire	4
forever	4
curiously	4
slipped	4
despair	4
written	4
yust	4
clung	4
thirty	4
stopping	4
call	4
paying	4
seldom	4
stretch	4
die	4
worst	4
alive	4
thrown	4
leaned	4
paid	4
crop	4
figures	4
setting	4
cat	4
fast	4
cherry	4
flannel	4
bid	4
drug	4
cannot	4
swedes	4
tearful	4
none	4
scene	4
hole	4
york	4
whistling	4
panting	4
rapture	4
iron	4
skirts	4
dear	4
patterns	4
fuss	4
jealous	4
linstrums	4
terrace	4
climb	4
small	4
blankets	4
iv	4
ideas	4
wrote	4
shell	4
perfect	4
sand	4
beauty	4
row	4
guitar	4
singing	4
manage	4
lift	4
alaska	4
drink	4
velvet	4
cards	4
forgotten	4
chicago	4
paint	4
convent	4
studying	4
shivering	4
sweden	4
tossed	4
silk	4
music	4
horror	4
thankful	4
piece	4
roof	4
filled	4
shone	4
son	4
mustnt	4
working	4
hearing	4
diningroom	4
wanna	4
tune	4
driven	4
tonight	4
drinking	4
dread	4
chevalier	4
happiness	4
howling	4
simply	4
food	4
plant	4
responsible	4
building	4
nevertheless	4
pair	4
alfalfa	4
approaching	4
mournful	4
frankly	4
rabbit	4
cave	4
baking	4
ate	4
flushed	4
however	4
confirmation	4
game	4
writing	4
hired	4
minds	4
gathered	4
college	4
closer	4
laughter	4
ten	4
clock	4
ripe	4
lip	4
suffer	4
reminded	4
bristly	4
faintly	4
keeps	4
walking	4
raise	4
warden	4
preserve	4
theyre	4
gloves	4
months	4
speaking	4
loose	4
drank	4
werent	4
terrible	4
laid	4
ashamed	4
bear	4
interesting	4
persisted	4
folks	4
plate	4
grandfather	4
overcoat	4
violent	4
sight	4
cornfields	4
bodily	4
braids	4
brow	4
shipyard	4
necessary	4
sank	4
bird	4
true	4
stirred	4
double	4
east	4
dreaming	4
studied	4
explained	4
v	4
stream	4
everywhere	3
fed	3
miss	3
melancholy	3
blowing	3
hed	3
draws	3
shaking	3
trial	3
streets	3
gravel	3
blushed	3
sending	3
telegram	3
darkness	3
difficulty	3
blamed	3
hopes	3
cotton	3
clover	3
diving	3
noon	3
arrived	3
talks	3
drummer	3
choir	3
workbasket	3
mothers	3
besides	3
doctors	3
brigham	3
tub	3
clenched	3
supposed	3
xavier	3
pen	3
throughout	3
doubt	3
court	3
curious	3
packing	3
sadly	3
hotel	3
dirty	3
chose	3
frosty	3
teasing	3
injury	3
ridges	3
confusion	3
conspicuous	3
mournfully	3
helping	3
ring	3
march	3
coral	3
dull	3
sits	3
journey	3
saddle	3
irritated	3
fruitfulness	3
sang	3
direction	3
moving	3
wheatfields	3
papers	3
blinked	3
present	3
peered	3
ridge	3
sleeve	3
seattle	3
mustache	3
star	3
ceiling	3
terribly	3
pies	3
mile	3
showed	3
fainter	3
legs	3
inside	3
record	3
offering	3
dash	3
washing	3
windows	3
landscape	3
iowa	3
nineteen	3
fight	3
beds	3
carpet	3
whose	3
lowered	3
tongue	3
dresser	3
striped	3
pinned	3
guns	3
blouse	3
pulling	3
crouched	3
fill	3
shrink	3
follow	3
hidden	3
satisfy	3
suggested	3
patted	3
gazing	3
marcels	3
suit	3
facts	3
shallow	3
colored	3
fireflies	3
farmer	3
sniffed	3
familiar	3
misfortune	3
likes	3
marked	3
gesture	3
expression	3
metal	3
newly	3
flew	3
triumphant	3
ugly	3
sugar	3
smiling	3
important	3
household	3
gaze	3
lap	3
mow	3
advice	3
spanish	3
personality	3
parted	3
touch	3
bits	3
during	3
traveling	3
wheel	3
delightedly	3
nearly	3
trade	3
slat	3
sensitive	3
wandering	3
awkward	3
unless	3
replied	3
curls	3
sundays	3
outraged	3
lies	3
emerged	3
silent	3
fact	3
decided	3
routine	3
general	3
clay	3
burst	3
later	3
foolishly	3
american	3
oven	3
beans	3
milking	3
giggled	3
prison	3
wintry	3
beer	3
simple	3
acres	3
wash	3
kitty	3
hiding	3
visitor	3
deceive	3
locked	3
superior	3
beard	3
safe	3
prosperity	3
fruit	3
cheap	3
thus	3
thousand	3
proudly	3
urged	3
forth	3
coats	3
prove	3
sounds	3
appearance	3
dryly	3
signing	3
necktie	3
spikes	3
begins	3
blind	3
showing	3
loving	3
wanting	3
clouds	3
properly	3
flashing	3
join	3
frame	3
abroad	3
delicate	3
order	3
thinks	3
beasts	3
furniture	3
mortgage	3
bitterness	3
curling	3
flighty	3
dresses	3
giggle	3
castor	3
don	3
pattern	3
perplexity	3
apricot	3
following	3
painful	3
refused	3
rings	3
cries	3
although	3
irishman	3
stared	3
photographs	3
tiny	3
line	3
bunch	3
berries	3
rows	3
dragged	3
dollar	3
independent	3
signas	3
newspapers	3
putting	3
joke	3
clutched	3
ballgrounds	3
kiss	3
companion	3
power	3
bled	3
quarter	3
auction	3
repeating	3
thenthen	3
folk	3
downstairs	3
extravagance	3
bleeding	3
trembled	3
coyotes	3
amused	3
barely	3
ride	3
wistfully	3
overwhelmed	3
stuck	3
ended	3
weeds	3
completely	3
neglected	3
square	3
pocket	3
mere	3
advantage	3
match	3
consent	3
whispered	3
glance	3
cost	3
windy	3
crowded	3
pull	3
planned	3
rolls	3
restless	3
farming	3
stuff	3
priests	3
cool	3
entered	3
smoothness	3
calling	3
sides	3
stones	3
dances	3
beckoned	3
slow	3
groaning	3
natural	3
sympathy	3
members	3
freedom	3
bullfights	3
engraving	3
potatoes	3
miserable	3
frowning	3
piano	3
worried	3
teach	3
hardly	3
anxiety	3
barney	3
autumn	3
frightened	3
borrow	3
seven	3
wings	3
tin	3
lingered	3
shadows	3
fit	3
breathing	3
ball	3
swimming	3
holes	3
wishing	3
sunny	3
calmly	3
daughters	3
pipe	3
picture	3
formed	3
hillside	3
imagined	3
lock	3
theyve	3
otto	3
leggings	3
funny	3
staying	3
ourselves	3
admitted	3
seated	3
hammocks	3
thresher	3
wagons	3
noticed	3
act	3
sleeves	3
declared	3
speech	3
raising	3
june	3
skirt	3
breakfast	3
hats	3
position	3
listening	3
waiting	3
washed	3
loft	3
crust	3
gets	3
conceited	3
germans	3
nervously	3
oilcloth	3
choose	3
scratched	3
absently	3
grudge	3
further	3
convicts	3
stars	3
haunted	3
happiest	3
discussion	3
pleasure	3
shortly	3
below	3
seats	3
serenading	3
throwing	3
state	3
winked	3
possible	3
respect	3
profession	3
library	3
stables	3
nervous	3
faith	3
uneven	3
missed	3
avoided	3
vast	3
song	3
pray	3
reserved	3
ruddy	3
wrestled	3
habit	3
smoke	3
stubble	3
bore	3
stomach	3
rattle	3
shock	3
knocking	3
harder	3
prairiedog	3
bedroom	3
doorstep	3
bridle	3
faint	3
hall	3
clerks	3
angeliques	2
shaken	2
merry	2
runs	2
booth	2
holy	2
theyll	2
bordered	2
month	2
fifty	2
eh	2
winding	2
opening	2
graceful	2
lovely	2
badgers	2
bucket	2
pin	2
physical	2
virtue	2
fir	2
abruptly	2
strained	2
sunning	2
wives	2
queerly	2
neckband	2
defiant	2
forgets	2
fringe	2
trudged	2
desperate	2
blown	2
choice	2
temper	2
envy	2
prayed	2
tea	2
quarrelsome	2
neighboring	2
pretending	2
crows	2
stockholm	2
earnest	2
length	2
tremble	2
wearily	2
wakened	2
commencement	2
homesteads	2
patiently	2
characterized	2
horn	2
annoyance	2
drag	2
knee	2
orange	2
mountains	2
turkish	2
elevator	2
grains	2
rains	2
lord	2
operations	2
pierre	2
kindly	2
aant	2
hurrying	2
stain	2
rang	2
gives	2
fish	2
joes	2
measure	2
skeptical	2
stupid	2
banker	2
shy	2
especially	2
fifteen	2
nine	2
weeping	2
fled	2
scraped	2
aching	2
bay	2
owl	2
joined	2
perplexed	2
faculties	2
girlhood	2
opposite	2
tidings	2
meat	2
unreasonably	2
buttons	2
buildings	2
folded	2
splashed	2
save	2
blew	2
lit	2
dim	2
buffaloskin	2
yesterday	2
flaming	2
terror	2
solemnly	2
owned	2
du	2
image	2
happens	2
raindrops	2
china	2
awake	2
quit	2
net	2
outa	2
shrewd	2
lovers	2
slew	2
whirling	2
brunot	2
gayly	2
reply	2
playing	2
wonderingly	2
lad	2
engaged	2
pains	2
trail	2
drawn	2
brilliant	2
harvest	2
counts	2
evil	2
humored	2
penitentiary	2
enter	2
handed	2
resting	2
surface	2
religion	2
hoping	2
pendants	2
fluttering	2
depot	2
ma	2
turquoise	2
cream	2
thirtyfive	2
slowing	2
appeared	2
luck	2
clothescloset	2
maids	2
memory	2
definite	2
grunted	2
grounds	2
belong	2
amazement	2
wilderness	2
illusion	2
understanding	2
letting	2
swing	2
feeble	2
unlike	2
bared	2
paths	2
falls	2
rattling	2
blanket	2
conviction	2
regular	2
farmhouses	2
sidewalks	2
mounted	2
butterflies	2
dotter	2
surrounded	2
drowned	2
swept	2
windowglass	2
passing	2
clerk	2
apricots	2
smells	2
snowonthemountain	2
tangle	2
altogether	2
san	2
tablecloth	2
charades	2
planning	2
impatient	2
depths	2
advanced	2
moise	2
poppy	2
wicked	2
leaped	2
accept	2
upper	2
whitewashed	2
spoiling	2
parlor	2
words	2
interests	2
jack	2
careless	2
stalwart	2
hoofs	2
instinct	2
gloria	2
prohibition	2
herd	2
original	2
yours	2
dismounted	2
touching	2
affectionate	2
issue	2
thereabouts	2
page	2
october	2
troubled	2
hang	2
vanished	2
selling	2
cause	2
slight	2
puts	2
sign	2
mistake	2
sour	2
